animal_id,source_record_hash,dog_name,age_summary,weight_summary,breed_or_description,sex,shelter_name,location_detail,adoption_url,backstory_summary,important_facts_jsonb,risk_flags_jsonb,unknowns_jsonb,strengths_jsonb,challenges_jsonb,ideal_home_jsonb,management_notes_jsonb,other_animals_notes,people_notes,containment_notes,medical_notes,adoption_process_notes,evidence_jsonb,schema_version,extraction_model,extraction_params_jsonb,created_at,updated_at,intro_summary,age_bucket,weight_class,altered_status,info_refreshed_at
WWLA-67b0fe93d90dbd4c13acbacb,e7862a538f8f9744b3f5a25d68459766be52b6a876a49901bcd4d9a6ec0476c3,Krinkle,8 yr,61 lbs,Mixed Breed,Male,Wags & Walks LA,"Los Angeles, CA",https://www.wagsandwalks.org/available-dogs-la/p/krinkle,"Krinkle was surrendered to the shelter when his previous owners moved and couldn’t take him along. He had a painful mass in his left eye that required removal, and he is now thriving in the shelter's care.","[""8 years old"",""61 lbs"",""Mixed Breed"",""Male""]",[],[],"[""Affectionate"",""Loves being around people"",""Enjoys playing with stuffed toys"",""Thriving after medical treatment""]",[],"[""Would prefer to be the only pet in the home""]","[""Working on perfecting leash manners""]",null,Greets everyone with a wiggly body and enjoys affection.,null,Had a painful mass in his left eye that required removal.,Apply to Adopt at Wags & Walks LA.,"[""He’s an 8-year-old, 61-lb mixed-breed fellow"",""Krinkle was surrendered to the shelter when his previous owners moved"",""his eye had to be removed"",""he’s absolutely thriving now"",""This gentle, affectionate boy is a total lovebug"",""Krinkle is fully potty-trained"",""does well in his crate"",""is working on perfecting his leash manners""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-09 07:34:34.119776+00,2026-06-15 11:02:21.180142+00,"Krinkle is an affectionate 8-year-old mixed breed who weighs 61 lbs. He was surrendered to the shelter when his previous owners moved. After arriving, he had a painful mass in his left eye that required removal, but he is now thriving. Krinkle loves being around people and enjoys playing with stuffed toys and spending time outdoors. He would prefer to be the only pet in his forever home.",Senior (8+yrs),Large (60+lbs),N/A,2026-06-15 08:01:49.555986+00
MP-009870,ad853be824a6bad2dbac34819829c7069e784d70ccd18a7b78a56b80e8bf5a82,Gatsby,2 yr,17 lbs,Unknown,Male,Muddy Paws Rescue,NYC,https://www.muddypawsrescue.org/adoptable?dog=009870,Gatsby arrived at the shelter shut down and scared but has since shown progress in his behavior. He is now more confident and affectionate.,"[""Gatsby is microchipped and up to date on all age-appropriate medical care."",""He is fully grown at 17 pounds.""]",[],"[""Breed is unknown as no DNA test has been done.""]","[""Shows tail wags and high athletic jumps when happy."",""Loves walks and treats."",""Enjoys following people around.""]",[],"[""Needs a patient owner who can help him bloom at his own pace.""]","[""Gatsby won't be found at adoption events; interested adopters should reach out to meet him.""]",null,null,null,null,Interested adopters should begin the registration process at www.muddypawsrescue.org.,"[""Gatsby has shown how brave he is being in the big city!"",""Gatsby went from being shut down and scared, to showing tail wags and high athletic jumps when he sees you."",""They are microchipped and up to date on all age-appropriate medical care.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-06 00:00:11.086376+00,2026-06-15 08:03:13.846453+00,"Gatsby is a brave 2-year-old male dog who has made significant progress since arriving in the big city. Initially shut down and scared, he now shows tail wags and high jumps when he sees people. Gatsby enjoys walks, treats, and following his humans around. He is microchipped and up to date on all medical care, but his breed is unknown as no DNA test has been conducted.",Young (1-3yrs),Small (<25lbs),Neutered,2026-06-15 06:00:51.018103+00
NYCACC-193623,568b6fd5a1b517a722c869c4c2d2fe16936659d3c53636595628b60f038c02ad,Eggo,6 yr,80 lbs,Mixed Breed,Female,Animal Care Centers of NYC,In Foster,https://nycacc.app/#/browse/193623,"Eggo was taken in by the shelter and has been in foster care since February 15, 2024. Her history prior to intake is unknown.","[""Eggo is a 6-year-old female mixed breed dog."",""She is currently in foster care."",""Her adoption fee has been reduced due to her long stay.""]","[""Eggo has medical needs that staff will address with you when you meet her."",""She would appreciate slow introductions to new people and places.""]","[""Altered status is not specified.""]","[""Eggo enjoys learning new things."",""She loves frozen treats."",""She is affectionate and enjoys lap time.""]","[""Eggo may need time to adjust to new people and environments.""]","[""A home without very tiny humans."",""A home with older children is possible after introductions.""]","[""Slow introductions to new people and places are recommended.""]",,Eggo gets along well with teenagers and adults who have patience.,,Eggo has medical needs that will be discussed upon meeting her.,Please check here for updated adoption hours.,"[""I am a loving and caring dog who enjoys learning new things."",""I enjoy eating frozen treats mostly frozen sugar free applesauce, peanut butter and sunflower butter."",""I would appreciate slow introductions to new people and places to help me feel safe.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 20:33:35.142759+00,2026-06-15 08:03:24.182398+00,"Eggo is a 6-year-old female mixed breed dog currently in foster care. She enjoys learning new things, exploring during walks, and loves frozen treats like sugar-free applesauce and peanut butter. Eggo is affectionate and enjoys lap time while watching TV. She is looking for a patient home where she can feel safe and loved on her own terms.",Adult (3-7yrs),Large (60+),N/A,2026-06-14 17:02:43.738787+00
WWLA-697bf6906504d0400fafba6b,4d1aaff65b25f50f3e1937a5e309a485cfbf3e6237c8bda8411581c3a18af498,Moira,2 yr,45 lbs,Mixed Breed,Female,Wags & Walks LA,"Los Angeles, CA",https://www.wagsandwalks.org/available-dogs-la/p/moira,Moira was rescued from an overcrowded LA County shelter where she was scheduled for euthanasia due to space and resource constraints.,"[""2 years old"",""Female"",""Weight: 45 lbs"",""Mixed Breed"",""Fully potty-trained"",""Does well in her crate""]",[],[],"[""Sweet and well-behaved"",""Playful"",""Eager to make new friends"",""Loves cuddling and playing with stuffed toys""]","[""Working on building confidence"",""Perfecting leash manners""]","[""Patient and loving adopters""]",[],null,Moira is eager to make new friends with everyone she meets.,N/A,N/A,Apply to Adopt at Wags & Walks LA,"[""This 2-year-old, 45-lb mixed-breed gal is a sweet, well-behaved pup."",""Moira is fully potty-trained, does well in her crate, and is working on perfecting her leash manners.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-12 00:30:32.228264+00,2026-06-15 01:00:23.876999+00,"Moira is a sweet, well-behaved 2-year-old mixed breed female dog weighing 45 lbs. She was rescued from an overcrowded LA County shelter where she was scheduled for euthanasia. Moira is playful and eager to make new friends, enjoying cuddles and playtime with her stuffed toys. She is working on building her confidence and perfecting her leash manners, making her a great companion for patient adopters.",Young (1-3yrs),Medium (25-60lbs),N/A,2026-06-15 00:01:48.424805+00
HSSA-48320438,886e4efc4f589176aec88a43a72c095f48f391ab5878335ccce6da61347bbd8d,Moonstone,6 mo,36 lbs,Aussie x Anatolian mix,Female,Humane Society of Southern Arizona,"Tucson, AZ",https://www.adoptapet.com/pet/48320438,Moonstone is a 6-month-old puppy at the Humane Society of Southern Arizona.,"[""6 months old"",""Aussie x Anatolian mix"",""Female"",""36 lbs""]",[],[],"[""Bright and thoughtful spirit"",""Eager to learn"",""Forms strong bonds with people"",""Playful""]","[""Needs continued socialization"",""Requires patience and consistency""]","[""Home that offers patience and positive guidance"",""Opportunities for socialization and enrichment""]",[],null,null,null,null,null,"[""6-month-old"",""Aussie x Anatolian mix"",""bright, thoughtful spirit"",""eager to learn"",""thrive in a home that can offer her patience, consistency, and positive guidance""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-12 05:30:26.531167+00,2026-06-15 06:01:18.316829+00,null,Puppy (<1yr),Medium (25-60lbs),N/A,2026-06-15 02:06:51.618343+00
NYCACC-254695,512fc1410e08ac289b107e701871af2d8442fe672419ae3d837f1a182a053713,Chai Latte,10 yr,72 lbs,Unknown,Male,Animal Care Centers of NYC,"Manhattan, Dog Isolation Room",https://nycacc.app/#/browse/254695,Chai Latte arrived at MACC as a stray with no known history. He was initially observed to be fearful and has shown defensive behaviors since being returned to the kennel.,"[""Chai Latte is a male dog."",""Chai Latte is 10 years old."",""Chai Latte weighs 72 lbs."",""Chai Latte is located in Manhattan.""]","[""Chai Latte growls, hard barks, and lunges at staff when being removed or placed into his kennel."",""Chai Latte has been observed spinning in circles and attempting to bite his tail, indicating increased stress."",""Chai Latte has shown defensive behaviors such as growling and snarling at handlers.""]","[""Chai Latte's breed is unknown."",""Chai Latte's altered status is unknown.""]","[""Chai Latte takes treats outside and engages in cue training.""]","[""Chai Latte has dental disease."",""Chai Latte struggles in the kennel environment.""]","[""Chai Latte needs an experienced adult-only home."",""Chai Latte requires daily physical activity.""]","[""Chai Latte is at risk due to behavior concerns."",""Inquiries sent directly to ACC will not receive a response.""]",null,Chai Latte was timid with handlers and growled during his medical exam.,null,Chai Latte has dental disease.,"Chai Latte is available only through ACC New Hope partners. To adopt or foster, please complete the pre-screener form.","[""Chai Latte is reported to growl, hard bark and lunge at staff."",""Chai Latte has been observed spinning in circles and attempting to bite his tail."",""Chai Latte has dental disease."",""Chai Latte arrived at MACC as a stray with no known history.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-15 02:30:21.08803+00,2026-06-15 02:30:21.08803+00,null,Senior (8+yrs),Large (60+lbs),N/A,2026-06-15 02:05:29.729491+00
NYCACC-247898,feea8fc6505090df155e8c4e2b3313577fcfed41555ab744ffecf060eb4d152a,Keto,5 yr,52 lbs,Unknown,Male,Animal Care Centers of NYC,"Manhattan, PAC - Dog Room",https://nycacc.app/#/browse/247898,"Keto was brought to the shelter on February 19, 2026, and has been in care for 116 days. He is looking for a loving home where he can feel safe and happy.","[""Keto is a long stay pup with a reduced adoption fee."",""He is completely housebroken."",""Keto loves to sniff and explore."",""He responds well to calm encouragement and treats.""]","[""Keto has shown fearful or defensive behavior in some situations."",""Not good with very young children under 5."",""Dog introductions should be slow and supervised.""]","[""No reliable information about cats.""]","[""Keto enjoys attention on his own terms."",""He leans into people he trusts."",""He communicates when he wants to go outside.""]","[""Keto can be shy and wary of new people and environments."",""He shows mild pulling on the leash.""]","[""A calm, patient home."",""A household with older, respectful children."",""A family that understands canine body language.""]","[""Adopters should move slowly and use positive association techniques."",""Keto needs consistent positive reinforcement and daily mental and physical enrichment.""]",Keto has greeted other dogs with some tension and vocalizing at the gate; introductions should be slow and supervised.,"Keto can be shy at first and appreciates slow, calm introductions to new people.",Keto shows mild pulling at times but follows a handler readily.,Keto is very skinny and needs a loving home where he can be spoiled.,N/A,"[""Keto has shown fearful or defensive behavior in some situations."",""He is completely housebroken!"",""Keto would do best without very young children under 5 due to his fearful/defensive tendencies.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 22:10:21.208367+00,2026-06-15 09:31:10.980991+00,"Keto is a 5-year-old male dog currently at the Animal Care Centers of NYC. He has been in care for 116 days and is looking for a calm and patient home. Keto can be shy and appreciates slow introductions to new people and environments. He enjoys attention on his own terms and shows a sweet, affectionate side once he trusts you. Keto would thrive in a quieter household, ideally without very young children.",Adult (3-7yrs),Medium (25-60lbs),N/A,2026-06-14 22:51:46.474237+00
WWLA-696157e56716e902a59c2c5d,6aa350b5c91da3bbaafe67316e39520d65312f549483fd04caa915c1dd5f34cd,Tigger,2 yr,17 lbs,Mixed Breed,Male,Wags & Walks LA,"Los Angeles, CA",https://www.wagsandwalks.org/available-dogs-la/p/tigger,Tigger was rescued in 2024 and is currently in a foster home where he is continuing to build confidence and learn what it means to feel secure.,"[""2 years old"",""Male"",""17 lbs"",""Mixed Breed""]","[""Shy with new people""]","[""Altered status is unknown"",""Containment needs are unknown"",""Medical needs are unknown""]","[""Building confidence"",""Coexists well with a cat"",""Good with mellow dogs"",""Thrives on structure and routine""]","[""Working on potty training"",""Can be shy""]","[""Experienced, adult-only home"",""Needs ongoing structure and stability""]","[""Benefits from a predictable schedule and gentle guidance""]",Has done wonderfully coexisting with a cat and well with mellow dogs who respect his space.,"Can be shy, especially with new people.",N/A,N/A,Apply to Adopt at the shelter's website.,"[""This 2-year-old, 16-lb spaniel mix is looking for his forever home!"",""Tigger can be shy, especially with new people."",""He has done wonderfully coexisting with a cat in his foster home."",""Tigger is currently working on mastering potty training.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-09 07:39:34.0477+00,2026-06-15 11:02:48.411239+00,"Tigger is a 2-year-old male mixed breed dog weighing 17 lbs. He was rescued in 2024 and is currently in a foster home where he is building confidence and learning to feel secure. Tigger is shy with new people and thrives in a calm environment with clear boundaries. He has coexisted well with a cat and mellow dogs, and is working on potty training. Tigger would do best in an experienced, adult-only home that can provide him with structure and stability.",Young (1-3yrs),Small (<25lbs),N/A,2026-06-15 08:01:49.555986+00
NYCACC-251817,6e88fb3d829468d475f6f2f7d5460d6acc8158aa029f8278e2605159a7090a93,Casper,8 yr,57 lbs,Unknown,Male,Animal Care Centers of NYC,"Queens, Room: 114 - Dog Adoptions A-1",https://nycacc.app/#/browse/251817,Casper was surrendered when his owner could no longer care for him.,"[""Casper is 8 years old."",""Casper weighs 57 lbs."",""Casper is male."",""Casper is currently recovering from ongoing skin issues."",""Casper has great house manners.""]","[""May bark or growl at strangers approaching his family on walks.""]","[""Altered status is unknown.""]","[""Affectionate and easygoing companion."",""Enjoys car rides."",""Gentle with staff and takes treats softly.""]","[""Recovering from ongoing skin issues."",""Can become timid in unfamiliar situations.""]","[""Calm adult-only home."",""Patient adopters who can provide stability and kindness.""]","[""Interactions with other dogs have been limited while he focuses on healing.""]","Casper has been friendly and outgoing with other dogs both on and off leash, but interactions have been limited while he focuses on healing.",Casper is recommended for an adult-only home due to discomfort with novel situations and handling while recovering medically.,N/A,Casper is currently recovering from ongoing skin issues and has been unable to complete a full handling assessment while receiving treatment.,N/A,"[""Casper was surrendered when his owner could no longer care for him."",""Casper is currently recovering from ongoing skin issues."",""He can become a little timid in unfamiliar situations and may bark or growl at strangers approaching his family on walks.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-06 07:37:58.033939+00,2026-06-15 08:03:37.252102+00,"Casper is a sweet, low energy male dog looking for a calm adult-only home. He enjoys car rides and spending time close to his people. Casper is recovering from ongoing skin issues and is described as affectionate and easygoing. He has been friendly with other dogs but is currently focusing on healing. Casper may bark or growl at strangers but is gentle with staff and takes treats softly.",Senior (8+yrs),Medium (25-60lbs),N/A,2026-06-13 22:46:26.123679+00
PACC-A887628,7fc1b93ed4dcd1c0c5ecd443f05e8bfec7db04c0458b9339258af17e8d35f75b,Verizon,"2 yr, 6 mo",57 lbs,Pit Bull Terrier Mix,Male,Pima Animal Care Center,Kennel D006,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A887628,"Verizon has been at the shelter since May 27, 2026, and is available for adoption.","[""Neutered male"",""Blue and white Pit Bull Terrier mix"",""Crate trained"",""Potty trained"",""Good with kids and other dogs"",""Experience with cats and livestock""]",[],[],"[""Playful"",""Affectionate"",""Cuddly"",""Loves toys"",""Energetic""]",[],"[""Family that includes him in daily life"",""Loves and attention""]","[""Meet any resident dogs before adoption""]",Verizon has experience with cats and livestock and has done well with other dogs.,Verizon has done well with kids and is friendly with strangers.,N/A,N/A,Visit during regular business hours or email pacc.adopt@pima.gov for questions.,"[""I have been at the shelter since May 27, 2026 and am ready to go home today!"",""I am a neutered male, blue and white Pit Bull Terrier mix."",""He’s done well with kiddos and other dogs (and has experience with cats and livestock)"",""He’s crate trained AND potty trained!"",""He loves toys (especially a squeaky squirrel)"",""He’s looking for a family who will include him in their daily lives and give him all of the love and attention he deserves.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-15 02:30:33.490067+00,2026-06-15 02:30:33.490067+00,"Verizon is a playful and affectionate blue and white Pit Bull Terrier mix. He has been at the shelter since May 27, 2026, and is ready for adoption. He enjoys toys, especially squeaky ones, and loves to go for walks. Verizon has done well with kids and other dogs, and he is crate trained and potty trained. He is looking for a family that will include him in their daily lives and give him the love and attention he deserves.",Young (1-3yrs),Medium (25-60lbs),Neutered,2026-06-15 02:06:41.71368+00
WWLA-69d813edc324e84f1cfcd03f,deed242581cd01e7c6ac1360c07612f6d66f2b5a2fb5f983d98f47b8bdedf679,Cher,1 yr,50 lbs,Doberman,Female,Wags & Walks LA,"Los Angeles, CA",https://www.wagsandwalks.org/available-dogs-la/p/cher,"Cher and her siblings were found as strays covered in Demodex mange and malnourished. They were scheduled for euthanasia but were rescued just in time. Cher has shown she knows basic commands, indicating she had a home before.","[""Cher is 1 year old."",""Cher weighs 50 lbs."",""Cher is a Doberman."",""Cher is female.""]",[],[],"[""Cher is playful and affectionate."",""Cher gets along with other dogs."",""Cher is fully potty-trained."",""Cher knows several commands.""]","[""Cher is working on her leash manners.""]","[""Experienced adopters with large breeds."",""Home that provides structure and consistency.""]",[],Cher gets along with other dogs.,Cher is affectionate and playful with people.,N/A,Cher had Demodex mange but is now receiving care.,Apply to adopt Cher through the shelter's website.,"[""This 1-year-old, 50-lb Doberman is a playful ball of energy."",""Cher and her siblings were found as strays on the streets of Bakersfield, CA."",""They were covered in Demodex mange, a debilitating skin infection, and extremely malnourished."",""When they arrived at the shelter, they were scheduled to be euthanized."",""Cher is a smart pup who is fully potty-trained, knows several commands, and is working diligently on her leash manners.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-09 07:40:10.188729+00,2026-06-15 11:03:12.7664+00,"Cher is a playful 1-year-old Doberman who weighs 50 lbs. She was found as a stray in Bakersfield, CA, along with her siblings, and they were in poor condition due to neglect. Now in the shelter's care, Cher is ready to find a loving home. She is affectionate, enjoys playing, and gets along with other dogs. Cher is also smart and is working on her leash manners, making her a great companion for experienced adopters.",Young (1-3yrs),Medium (25-60lbs),N/A,2026-06-15 08:01:49.555986+00
PACC-A889970,89e3284b35873f47367eef63d461afdc58b4e64a42684df33aaa56d711c3dd58,Hester,5 yr,69 lbs,Pit Bull Terrier,Female,Pima Animal Care Center,Kennel D188,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A889970,"Hester has been at the shelter since June 7, 2026, and is ready for adoption.","[""Spayed female"",""Pit Bull Terrier"",""Potty trained"",""Friendly and energetic"",""Good in the car""]","[""Requires careful cat introduction""]",[],"[""Loves to play with toys"",""Cuddly and affectionate"",""Sociable and friendly"",""Gentle with treats"",""Enjoys outdoor activities""]",[],"[""Active family"",""Possible feline-free home""]",[],Hester shares her kennel with another dog and has been playful and easygoing with other dogs in playgroup.,"Hester is friendly and loves to greet people, showing affection and seeking attention.",N/A,N/A,Visit during regular business hours or email pacc.adopt@pima.gov for adoption questions.,"[""I am a spayed female, black and white Pit Bull Terrier."",""She is potty trained and gets a little antsy when she needs to go out."",""Hester is a friendly girl with lots of energy."",""Hester shares her kennel with another PACC pup and has been playful and easygoing when meeting other dogs.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-15 03:30:20.621702+00,2026-06-15 03:30:20.621702+00,"Hester is a spayed female black and white Pit Bull Terrier who has been at the shelter since June 7, 2026. She is known for her friendly and energetic personality, enjoying playtime and cuddles. Hester is potty trained and does well in the car, making her a great companion for outings. She has positive interactions with other dogs but may need a careful introduction to cats. Hester is ready to find her forever home today!",Adult (3-7yrs),Large (60+lbs),Spayed,2026-06-15 03:07:49.143258+00
NYCACC-203016,f7cbfc446940a6c3600f208b64fce2aee8d16e6db9cc8092fd985d51449c6d22,Marcus,5 yr,90 lbs,Unknown,Male,Animal Care Centers of NYC,In Foster,https://nycacc.app/#/browse/203016,Marcus arrived at Manhattan Animal Care Center as a stray. His history is unknown.,"[""Affectionate on his own terms"",""Sensitive around his head and neck"",""Enjoys one-on-one attention"",""Positive with other dogs in observed meetings""]","[""Not recommended for very young children""]","[""Cat compatibility is unknown""]","[""Leans into people"",""Seeks contact on his terms"",""Receptive to treats during handling"",""Enjoys sniffing out toys""]","[""Handling-sensitive"",""Moderate pulling on leash""]","[""A patient, calm home"",""Understanding of canine body language"",""Experience with handling-sensitive dogs""]","[""Use force-free handling and positive reinforcement"",""Slow, low-pressure introductions to new people and places""]",Positive with other dogs; cat compatibility is unknown.,Sensitive to handling; not recommended for very young children but may do well with older kids after proper introductions.,Follows handler readily but can show moderate pulling; benefits from continued loose-leash work.,N/A,N/A,"[""Affectionate on his own terms"",""Sensitive around his head and neck"",""Not recommended for very young children"",""Positive with other dogs in observed meetings""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 21:10:30.843126+00,2026-06-15 08:03:46.777919+00,"Meet Marcus! He is a 5-year-old male dog currently in foster care. Marcus is affectionate but prefers slow introductions and gentle handling. He is sensitive around his head and neck, so it's important to respect his boundaries. He thrives in a calm environment with consistent mental and physical activity.",Adult (3-7yrs),Large (60+lbs),N/A,2026-06-14 17:02:48.407007+00
NYCACC-246777,26a82cf492a4b91a426a4c3509ab22397308b85cd559569d4cb16a47646f3e7d,Lavendar,1 yr,70 lbs,Unknown,Female,Animal Care Centers of NYC,"Staten Island, Room: S - Dog Adoptions",https://nycacc.app/#/browse/246777,Lavendar was found wandering alone in a sweater with no owner present.,"[""Adoption fee has been reduced due to long stay"",""Enjoys human interaction"",""Engages with people with confidence and curiosity""]","[""Selective responses to other dogs"",""Recommended as the only pet in the home"",""Not suitable for dog parks"",""Recommended for a home without children under 13""]",[],"[""Attentive"",""Intelligent"",""Responsive""]","[""Sensitivity to overstimulation"",""Selective about physical affection""]","[""Adult-only home"",""Calm and consistent environment"",""Carefully managed interactions""]","[""Respect her boundaries and independent nature"",""Provide clear communication""]",Lavendar has shown selective responses to other dogs and is recommended as the only pet in the home.,Lavendar is social and engaging with people but can be selective about physical affection and may prefer space at times.,N/A,N/A,N/A,"[""\""Since I'm a long stay pup, my adoption fee has been reduced!\"""",""\""Lavendar has shown selective responses to other dogs\"""",""\""Recommended for a home without children under 13\""""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 22:09:26.080481+00,2026-06-15 08:04:18.240416+00,"Lavendar is a young, bright, and expressive female dog who enjoys human interaction and exploring her environment. She has been in care for 131 days and is looking for a new home. Lavendar is social and engaging but can be selective about physical affection. She would thrive in a calm, consistent environment that respects her boundaries.",Young (1-3yrs),Large (60+lbs),N/A,2026-06-13 20:54:00.769626+00
PACC-A897501,57d04a5510f96256953d4d28181e72b05fe31b8cee4ff65f845ce9e576ff2b21,Zeus,"2 yr, 2 mo",52 lbs,Pit Bull Terrier,Male,Pima Animal Care Center,Kennel D151,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A897501,Zeus was surrendered to the shelter when his former people were unable to care for him.,"[""Zeus is a neutered male."",""He has been at the shelter since Apr 11, 2026."",""He is ready to go home today.""]",[],[],"[""Zeus is friendly and enjoys cuddling."",""He walks nicely on a leash."",""He has a loving personality.""]",[],"[""A home where he can enjoy leisurely walks and couch snuggles."",""A home with resident pups to meet before adoption.""]","[""He shares his kennel with another dog and has been social in playgroup.""]",Zeus has been social and playful when meeting other dogs in playgroup.,Zeus is friendly with people and enjoys being loved.,N/A,N/A,Visit during regular business hours or email pacc.adopt@pima.gov for questions regarding the adoption process.,"[""\""I have been at the shelter since Apr 11, 2026 and am ready to go home today!\"""",""\""I am a neutered male, gray and white Pit Bull Terrier.\"""",""\""Zeus was surrendered to the shelter when his former people were unable to care for him.\"""",""\""He shares his kennel with another PACC pup and has been social and playful when meeting other dogs in playgroup.\""""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-15 08:30:39.670751+00,2026-06-15 08:30:39.670751+00,"Zeus is a sweet, gentle boy looking for a loving home. He enjoys leisurely walks and snuggling on the couch. He has been social and playful with other dogs at the shelter and would like to meet any resident pups before heading home. Zeus is ready to go home today!",Young (1-3yrs),Medium (25-60lbs),Neutered,2026-06-15 08:05:33.111004+00
